british,american,irregular_plural,adjective,adverb,conjunction,determiner,discourse_marker,exclamation,interrogative,noun,possessive,preposition,pronoun,title,verb,starters,movers,flyers,animals,body_and_face,clothes,colours,family_and_friends,food_and_drink,health,home,materials,names,numbers,places_and_directions,school,sports_and_leisure,time,toys,transport,weather,work,world_around_us,audioKey,audioValue,cambridgeAudioGB,cambridgeAudioUS,audioSource,isBritishAccent,isAmericanAccent,definitionEn,definitionVi,translationVi,exampleStarters,exampleMovers,exampleFlyers,exampleStartersVi,exampleMoversVi,exampleFlyersVi,ipa,ipaGB,ipaUS,status
thing,thing,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,thing,http://www.yourdictionary.com/audio/t/th/thing.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/ukthi/ukthick014.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/thi/thing/thing.mp3,YourDictionary,FALSE,TRUE,A thing is an object or something you can see or touch.,Đồ vật là một vật bạn có thể nhìn thấy hoặc chạm vào.,đồ vật,I have a thing.,She found a strange thing in the garden.,"If you lose a thing, you should look carefully to find it.",Em có một đồ vật.,Cô ấy tìm thấy một đồ vật lạ trong vườn.,"Nếu bạn làm mất đồ vật, bạn nên tìm kỹ để tìm thấy nó.",,/θɪŋ/,/θɪŋ/,done
thirteen,thirteen,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,thirteen,http://www.yourdictionary.com/audio/t/th/thirteen.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/ukthi/ukthick030.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/thi/thirt/thirteen.mp3,YourDictionary,FALSE,TRUE,A number that comes after twelve and before fourteen.,Một số đứng sau mười hai và trước mười bốn.,mười ba,I see thirteen stars.,There are thirteen apples on the table.,She counted thirteen birds sitting on the tree branch yesterday.,Em thấy mười ba ngôi sao.,Có mười ba quả táo trên bàn.,Cô ấy đã đếm được mười ba con chim đậu trên cành cây hôm qua.,,/ˌθɜːˈtiːn/,/ˌθɜrˈtin/,done
this,this,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/ukthi/ukthirt005.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/thi/this_/this.mp3,,FALSE,FALSE,Describing a thing or person near you or just mentioned.,Dùng để chỉ người hoặc vật gần bạn hoặc mới nói đến.,này,This is my book.,This is the toy I played with yesterday.,This is the house where I lived when I was a child.,Đây là sách của tôi.,Đây là đồ chơi tôi đã chơi hôm qua.,Đây là ngôi nhà tôi đã sống khi còn nhỏ.,,/ðɪs/,/ðɪs/,done
those,those,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/ukthi/ukthirt022.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/tho/those/those.mp3,,FALSE,FALSE,Describing things that are far from you and more than one.,Dùng để chỉ những vật ở xa và nhiều hơn một cái.,những cái đó,Those are my toys.,Those books are on the table now.,Those children are playing outside in the park today.,Những cái đó là đồ chơi của tôi.,Những cuốn sách đó đang ở trên bàn.,Những đứa trẻ đó đang chơi ngoài công viên hôm nay.,,/ðəʊz/,/ðoʊz/,done
three,three,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,three,http://www.oxforddictionaries.com/media/english/uk_pron/t/thr/three/three__gb_1.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/uktho/ukthoug012.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/thr/three/three.mp3,Oxford,TRUE,FALSE,A number that comes after two and before four.,Một số đứng sau hai và trước bốn.,ba,I have three toys.,She is eating three apples now.,There are three birds flying in the blue sky today.,Em có ba món đồ chơi.,Cô ấy đang ăn ba quả táo bây giờ.,Có ba con chim đang bay trên bầu trời xanh hôm nay.,,/θriː/,/θriː/,done
throw,throw,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,throw,http://www.onelook.com/pronounce/macmillan/US/throw-American-English-pronunciation.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/ukthr/ukthroa014.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/thr/throw/throw.mp3,OneLook/Macmillan,FALSE,TRUE,To send something through the air with your hand.,Ném là dùng tay để đưa vật gì đó bay trong không khí.,ném,I throw the ball.,She is throwing the ball to her friend.,He threw the ball very far during the sports game yesterday.,Em ném quả bóng.,Cô ấy đang ném quả bóng cho bạn của mình.,Anh ấy đã ném quả bóng rất xa trong trận thể thao hôm qua.,,/θrəʊ/,/θroʊ/,done
tick,tick,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,tick,http://www.onelook.com/pronounce/macmillan/UK/tick-British-English-pronunciation_102182.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/ukthu/ukthund025.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/tic/tic__/tic.mp3,OneLook/Macmillan,TRUE,FALSE,A tick is a small mark that shows something is correct or done.,Dấu tích là một dấu nhỏ để chỉ điều gì đó đúng hoặc đã làm xong.,dấu tích,I see a tick.,The teacher put a tick on my paper.,"If you do your homework well, the teacher gives you a tick.",Em thấy một dấu tích.,Cô giáo đã đánh dấu tích trên giấy của em.,"Nếu em làm bài tập về nhà tốt, cô giáo sẽ cho em dấu tích.",,/tɪk/,/tɪk/,done
tiger,tiger,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,tiger,http://s3.amazonaws.com/audio.vocabulary.com/1.0/us/T/1SLO2UK0O4O8Q.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/uktic/uktickl024.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/tig/tiger/tiger.mp3,Vocabulary.com,FALSE,TRUE,A tiger is a big wild animal with orange fur and black stripes.,"Con hổ là một loài động vật lớn, có lông màu cam và vằn đen.",con hổ,The tiger is big.,The tiger is running in the forest.,Tigers live in the forest and have orange fur with black stripes.,Con hổ rất to.,Con hổ đang chạy trong rừng.,Hổ sống trong rừng và có lông màu cam với các vằn đen.,,/ˈtaɪ.ɡər/,/ˈtaɪ.ɡɚ/,done
to,to,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/uktit/uktitil017.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/to_/to___/to.mp3,,FALSE,FALSE,To show movement toward a place or person.,Dùng để chỉ sự di chuyển đến một nơi hoặc người nào đó.,đến,I go to school.,She is going to the park now.,We went to the zoo last weekend with our friends.,Em đi đến trường.,Cô ấy đang đi đến công viên bây giờ.,Chúng tôi đã đi đến sở thú vào cuối tuần trước với bạn bè.,,/tuː/,/tuː/,done
today,today,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,today,http://www.oxforddictionaries.com/media/english/uk_pron/t/tod/today/today__gb_1.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/uktob/uktobyj003.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/tod/today/today.mp3,Oxford,TRUE,FALSE,A noun meaning the day that is happening now.,Danh từ chỉ ngày đang diễn ra ngay bây giờ.,hôm nay,Today is sunny.,Today I am going to the park.,"Today, we learned many new words in our English class.",Hôm nay trời nắng.,Hôm nay em sẽ đi công viên.,"Hôm nay, chúng em học nhiều từ mới trong lớp tiếng Anh.",,/təˈdeɪ/,/təˈdeɪ/,done
Tom,Tom,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,tom,http://dictionary.cambridge.org/us/media/english/us_pron/u/usc/uscld/uscld03064.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukc/ukcld/ukcld03062.mp3,https://dictionary.cambridge.org/media/english/us_pron/u/usc/uscld/uscld03064.mp3,Cambridge,FALSE,TRUE,A boy's name used to call or talk about a boy.,Tên gọi của một cậu bé để gọi hoặc nói về một bé trai.,Tom,Tom is my friend.,Tom is playing football now.,Tom went to the park because he wanted to play with friends.,Tom là bạn của tôi.,Tom đang chơi bóng đá bây giờ.,Tom đã đi công viên vì cậu ấy muốn chơi với bạn bè.,,/tɒm/,/tɑːm/,done
tomato,tomato,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,tomato,http://s3.amazonaws.com/audio.vocabulary.com/1.0/us/T/1O0KWY95LVZF1.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukb03/ukb03206.mp3,https://dictionary.cambridge.org/media/english/us_pron/u/usb/usb03/usb03206.mp3,Vocabulary.com,FALSE,TRUE,"A round, red fruit that is often used in cooking and salads.","Một loại quả tròn, màu đỏ, thường dùng để nấu ăn và làm salad.",cà chua,I like tomatoes.,My mum is cooking with fresh tomatoes today.,Tomatoes can be eaten raw or cooked in many different dishes.,Em thích cà chua.,Mẹ em đang nấu ăn với cà chua tươi hôm nay.,Cà chua có thể ăn sống hoặc nấu chín trong nhiều món ăn khác nhau.,,/təˈmɑː.təʊ/,/təˈmeɪ.toʊ/,done
too,too,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,too,http://img2.tfd.com/pron/mp3/en/UK/dn/dnsfsksjhs.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/uka/uka30/uka30053.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/to_/to___/to.mp3,The Free Dictionary,TRUE,FALSE,Describing something in addition or more than needed or wanted.,Diễn tả điều gì đó thêm vào hoặc nhiều hơn mức cần hoặc muốn.,cũng,I want ice cream too.,She is too tired to play now.,"It is too cold outside, so we stay at home today.",Em cũng muốn kem.,Cô ấy quá mệt để chơi bây giờ.,Ngoài trời quá lạnh nên hôm nay chúng ta ở nhà.,,/tuː/,/tuː/,done
toy,toy,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,toy,http://www.onelook.com/pronounce/macmillan/UK/toy-British-English-pronunciation_102720.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/uktow/uktowni013.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/toy/toy__/toy.mp3,OneLook/Macmillan,TRUE,FALSE,A toy is something children play with for fun and enjoyment.,Đồ chơi là vật mà trẻ em dùng để chơi và vui vẻ.,đồ chơi,I have a toy.,She is playing with her new toy now.,"If you share your toys, you can make new friends easily.",Em có một đồ chơi.,Cô ấy đang chơi với đồ chơi mới của mình.,"Nếu bạn chia sẻ đồ chơi, bạn có thể dễ dàng kết bạn mới.",,/tɔɪ/,/tɔɪ/,done
train,train,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,train,http://static.sfdict.com/staticrep/dictaudio/T04/T0426600.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/uktra/uktract028.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/tra/train/train.mp3,SF Dictionary,FALSE,FALSE,A train is a long vehicle that moves on tracks to carry people or things.,Tàu hỏa là phương tiện dài chạy trên đường ray để chở người hoặc đồ vật.,tàu hỏa,I see a train.,The train is going to the city now.,We took the train to visit our grandparents last weekend.,Em nhìn thấy một chiếc tàu hỏa.,Tàu hỏa đang đi đến thành phố bây giờ.,Chúng em đã đi tàu hỏa thăm ông bà vào cuối tuần trước.,,/treɪn/,/treɪn/,done
tree,tree,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,tree,http://static.sfdict.com/staticrep/dictaudio/T04/T0461300.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/uktre/uktreac020.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/tre/tree_/tree.mp3,SF Dictionary,FALSE,FALSE,"A tree is a tall plant with a trunk, branches, and leaves.","Cây là một loại thực vật cao có thân, cành và lá.",cây,I see a tree.,The tree is growing near my house.,The big tree in the park gives shade on sunny days.,Em nhìn thấy một cái cây.,Cây đang lớn gần nhà em.,Cây lớn trong công viên cho bóng mát vào những ngày nắng.,,/triː/,/triː/,done
trousers,pants,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,trousers,http://static.sfdict.com/staticrep/dictaudio/T05/T0533500.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/uktro/uktropi024.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/tro/trous/trousers.mp3,SF Dictionary,FALSE,FALSE,Trousers are clothes you wear on your legs to cover them.,Quần dài là quần mặc để che chân của bạn.,quần dài,I have new trousers.,She is wearing blue trousers today.,He wore his favourite trousers when he went to school yesterday.,Em có quần dài mới.,Cô ấy đang mặc quần dài màu xanh hôm nay.,Anh ấy đã mặc chiếc quần dài yêu thích khi đi học hôm qua.,,/ˈtraʊ.zəz/,/ˈtraʊ.zɚz/,done
try,try,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,try,http://www.yourdictionary.com/audio/t/tr/try.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/uktru/uktrust015.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/try/try__/try.mp3,YourDictionary,FALSE,TRUE,To try means to do something to see if you can do it well.,Thử là làm một việc để xem bạn có làm được không.,thử,I try to jump.,She tried to open the door yesterday.,"If you try hard, you can learn new things quickly.",Em cố nhảy.,Cô ấy đã thử mở cửa hôm qua.,"Nếu bạn cố gắng, bạn có thể học nhanh những điều mới.",,/traɪ/,/traɪ/,done
twelve,twelve,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,twelve,http://www.yourdictionary.com/audio/t/tw/twelve.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/uktux/uktuxed016.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/twe/twelv/twelve.mp3,YourDictionary,FALSE,TRUE,Twelve is the number after eleven and before thirteen.,Mười hai là số đứng sau mười một và trước mười ba.,mười hai,I have twelve toys.,She counted twelve apples in the basket.,"There are twelve months in a year, and each has different weather.",Em có mười hai đồ chơi.,Cô ấy đếm được mười hai quả táo trong giỏ.,"Có mười hai tháng trong một năm, mỗi tháng có thời tiết khác nhau.",,/twɛlv/,/twɛlv/,done
twenty,twenty,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,twenty,http://static.sfdict.com/staticrep/dictaudio/T05/T0598900.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/uktux/uktuxed019.mp3,https://dictionary.cambridge.org/media/english/us_pron/e/eus/eus74/eus74663.mp3,SF Dictionary,FALSE,FALSE,Twenty is the number after nineteen and before twenty-one.,Hai mươi là số đứng sau mười chín và trước hai mươi mốt.,hai mươi,I have twenty pens.,She counted twenty stars in the sky.,There are twenty students in my class this year.,Em có hai mươi cây bút.,Cô ấy đã đếm được hai mươi ngôi sao trên trời.,Lớp em có hai mươi học sinh trong năm nay.,,/ˈtwɛn.ti/,/ˈtwɛn.ti/,done
two,two,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,two,http://www.onelook.com/pronounce/macmillan/UK/two-British-English-pronunciation.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukt/uktit/uktitil017.mp3,https://dictionary.cambridge.org/media/english/us_pron/t/to_/to___/to.mp3,OneLook/Macmillan,TRUE,FALSE,A number that means one more than one and less than three.,Một số có nghĩa là nhiều hơn một và ít hơn ba.,hai,I have two cats.,She has two books and one pencil.,There are two apples on the table for us to share.,Em có hai con mèo.,Cô ấy có hai quyển sách và một cây bút chì.,Có hai quả táo trên bàn để chúng ta cùng chia sẻ.,,/tuː/,/tuː/,done
ugly,ugly,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ugly,http://www.yourdictionary.com/audio/u/ug/ugly.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/uku/ukugl/ukuglin002.mp3,https://dictionary.cambridge.org/media/english/us_pron/u/ugl/ugly_/ugly.mp3,YourDictionary,FALSE,TRUE,Describing something that does not look nice or pretty.,Miêu tả thứ gì đó trông không đẹp hoặc không dễ nhìn.,xấu xí,It is ugly.,The ugly dog is running in the park.,"The ugly building looks old, but it is very strong and safe.",Nó xấu xí.,Con chó xấu xí đang chạy trong công viên.,"Tòa nhà xấu xí trông cũ, nhưng rất chắc chắn và an toàn.",,/ˈʌɡ.li/,/ˈʌɡ.li/,done
under,under,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,under,http://www.yourdictionary.com/audio/u/un/under.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/uku/ukund/ukundef004.mp3,https://dictionary.cambridge.org/media/english/us_pron/u/und/under/under.mp3,YourDictionary,FALSE,TRUE,Describing something below or beneath another thing or place.,Mô tả thứ gì đó ở bên dưới hoặc dưới một vật hoặc nơi khác.,dưới,The cat is under.,The ball is under the table now.,The books are under the bed where I put them yesterday.,Con mèo ở dưới.,Quả bóng đang ở dưới bàn bây giờ.,Những cuốn sách ở dưới giường nơi mà tôi đã để chúng hôm qua.,,/ˈʌn.dər/,/ˈʌn.dɚ/,done
understand,understand,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,understand,http://www.onelook.com/pronounce/macmillan/UK/understand-British-English-pronunciation_103798.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/uku/ukund/ukunder112.mp3,https://dictionary.cambridge.org/media/english/us_pron/u/und/under/understand.mp3,OneLook/Macmillan,TRUE,FALSE,To know the meaning of something or what someone says.,Biết được ý nghĩa của điều gì hoặc người khác nói gì.,hiểu,I understand you.,She understood the story yesterday.,I understand the lesson because the teacher explained well.,Em hiểu bạn.,Cô ấy đã hiểu câu chuyện hôm qua.,Em hiểu bài học vì cô giáo giải thích rõ ràng.,,/ˌʌn.dəˈstænd/,/ˌʌn.dɚˈstænd/,done
us,us,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,us,http://static.sfdict.com/staticrep/dictaudio/U01/U0171300.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/uku/ukuri/ukuric_011.mp3,https://dictionary.cambridge.org/media/english/us_pron/u/us_/us_02/us_02_00.mp3,SF Dictionary,FALSE,FALSE,A word used to talk about a group including yourself and others.,Một từ dùng để nói về nhóm có bạn và những người khác.,chúng tôi,Give us the ball.,They are helping us with our homework.,The teacher asked us to work together on the project.,Đưa cho chúng tôi quả bóng.,Họ đang giúp chúng tôi làm bài tập về nhà.,Thầy giáo yêu cầu chúng tôi làm việc cùng nhau trong dự án.,,/ʌs/,/ʌs/,done
walk,walk,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,walk,http://s3.amazonaws.com/audio.vocabulary.com/1.0/us/W/5K1IM4VRLTW7.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukw/ukwai/ukwaist017.mp3,https://dictionary.cambridge.org/media/english/us_pron/w/wal/walk_/walk.mp3,Vocabulary.com,FALSE,TRUE,To move by putting one foot in front of the other slowly.,Đi bộ là di chuyển bằng cách bước từng chân một chậm rãi.,đi bộ,I walk to school.,She is walking in the park now.,We walked to the zoo yesterday because it was sunny.,Em đi bộ đến trường.,Cô ấy đang đi bộ trong công viên bây giờ.,Chúng tôi đã đi bộ đến sở thú hôm qua vì trời nắng.,,/wɔːk/,/wɔːk/,done
wall,wall,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,wall,http://www.yourdictionary.com/audio/w/wa/wall.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukw/ukwai/ukwaist029.mp3,https://dictionary.cambridge.org/media/english/us_pron/w/wal/wall_/wall.mp3,YourDictionary,FALSE,TRUE,A wall is a flat surface that divides or surrounds a place.,Bức tường là mặt phẳng ngăn cách hoặc bao quanh một nơi.,bức tường,The wall is white.,We painted the wall in our classroom yesterday.,"If the wall is strong, it can protect the house from wind and rain.",Bức tường màu trắng.,Chúng tôi đã sơn bức tường trong lớp học hôm qua.,"Nếu bức tường chắc chắn, nó có thể bảo vệ nhà khỏi gió và mưa.",,/wɔːl/,/wɔːl/,done
